Ticket,NF,Data Ocorrência,Ocorrência,Parceiro, Valor , Produto , Emissão ,Quantidade,Categoria Produto,UF,SKU
#40456,22857,08/08/2024,Avaria,Alfa," R$  287,48 ",Painel Solar Fotovoltaico Resun RSM020P (20Wp),2024-07-29,4,Painel 20 Wp,SC,10143
#40623,22601,16/08/2024,Avaria,Alfa," R$  7.224,00 ",PAINEL SOLAR FOTOVOLTAICO LUXEN LNCT-585N TOPCON (585WP),2024-07-24,12,Painel 585 Wp,SP,23047
#40694,22438,21/08/2024,Extravio,Gran Cargo," R$  652,25 ",INVERSOR SENOIDAL ZTROON ZT1000-11 12VCC / 127VCA,2024-07-23,1,Inversor 1000W,PA,20566
#40455,22126,03/09/2024,Avaria,Alfa," R$  868,22 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2024-07-17,2,Painel 460 Wp,MG,20768
#40558,21751,14/08/2024,Avaria,Alfa," R$  414,36 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-07-12,1,Painel 340 Wp,MG,22002
#40418,21841,07/08/2024,Avaria,Tecmar," R$  459,01 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-07-12,1,Painel 340 Wp,,22002
#40056,21848,24/07/2024,Avaria,Movvi," R$  519,00 ",PAINEL SOLAR FOTOVOLTAICO CANADIAN HIKU CS3W (450WP) BR,2024-07-12,1,Painel 450 Wp,RJ,23075
#40284,21713,01/08/2024,Avaria,Tecmar," R$  510,20 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-07-11,2,Painel 155 Wp,BA,10141
#39893,21656,17/07/2024,Avaria,RodomaxLog," R$  216,78 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-07-11,1,Painel 155 Wp,SP,10141
#40462,21331,08/08/2024,Avaria,Alfa," R$  371,25 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2024-07-05,1,Painel 330 Wp,MG,10091
#40253,21362,30/07/2024,Avaria,Gran Cargo," R$  454,00 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-07-05,1,Painel 340 Wp,RO,22002
#40215,21175,29/07/2024,Avaria,Tecmar," R$  459,00 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-07-03,1,Painel 340 Wp,SE,22002
#40183,21018,26/07/2024,Avaria,Gran Cargo," R$  420,04 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-06-28,2,Painel 155 Wp,AC,10141
#39872,20913,16/07/2024,Avaria,Gran Cargo," R$  975,80 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2024-06-28,2,Painel 280 Wp,MS,10092
#40091,20909,25/07/2024,Avaria,Tecmar," R$  609,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-06-27,1,Painel 585 Wp,CE,22726
20893,20893,18/07/2024,Avaria,Gran Cargo," R$  426,87 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-06-27,1,Painel 340 Wp,AC,22002
#40804,20875,27/08/2024,Avaria,Tecmar," R$  250,17 ",PAINEL SOLAR FOTOVOLTAICO RESUN RS9E155M (155WP),2024-06-27,1,Painel 155 Wp,RS,23074
#39934,20755,17/07/2024,Avaria,Tecmar," R$  9.206,07 ",BATERIA DE Lítio UNIPOWER UPLFP48-100 (100AH) REV EP,2024-06-26,1,Bateria 100 Ah,RS,20407
#40218,20728,29/07/2024,Avaria,Alfa," R$  387,39 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-06-25,1,Painel 340 Wp,MG,22002
#40211,20662,29/07/2024,Avaria,Tecmar," R$  609,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-06-25,1,Painel 585 Wp,CE,22726
#40618,20613,16/08/2024,Avaria,Gran Cargo," R$  531,52 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-06-24,1,Painel 585 Wp,MT,22726
#39866,20467,17/07/2024,Avaria,Gran Cargo," R$  244,80 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-06-21,1,Painel 155 Wp,AC,10141
#39671,20395,04/07/2024,Avaria,Tecmar," R$  456,72 ",PAINEL SOLAR FOTOVOLTAICO CANADIAN HIKU CS3W (450WP) BR,2024-06-20,1,Painel 450 Wp,RS,23075
#39543,20367,27/06/2024,Avaria,Movvi," R$  279,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-06-20,1,Painel 155 Wp,ES,10141
#39527,20325,26/06/2024,Avaria,Gran Cargo," R$  459,00 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-06-19,1,Painel 340 Wp,MG,22002
#39511,20285,26/06/2024,Avaria,Alfa," R$  609,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-06-18,1,Painel 585 Wp,SP,22726
#39691,20138,12/07/2024,Avaria,Tecmar," R$ 1086,80 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-06-17,2,Painel 340 Wp,PE,22002
#39591,20193,01/07/2024,Avaria,Tecmar," R$  561,72 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-06-17,1,Painel 585 Wp,RS,22726
#40067,20203,24/07/2024,Avaria,Tecmar," R$  531,52 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-06-17,1,Painel 585 Wp,RS,22726
#39508,20063,26/06/2024,Avaria,Movvi," R$  156,64 ",Painel Solar Fotovoltaico Resun RSM020P (20Wp),2024-06-14,2,Painel 20 Wp,ES,10143
#39648,20023,03/07/2024,Avaria,Gran Cargo," R$  416,87 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2024-06-13,1,Painel 330 Wp,PA,10091
20019,20019,19/06/2024,Avaria,Movvi," R$  462,69 ",PAINEL SOLAR FOTOVOLTAICO RESUN RS8V-M-410 (410WP),2024-06-13,1,Painel 410 Wp,RJ,21499
#39569,19849,28/06/2024,Avaria,Movvi," R$  509,52 ",PAINEL SOLAR FOTOVOLTAICO RENESOLA (555WP) BR,2024-06-11,1,Painel 555 Wp,SP,22098
#39536,19774,27/06/2024,Avaria,Gran Cargo," R$  248,50 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2024-06-11,1,Painel 210 Wp,MG,10165
#39603,19692,01/07/2024,Avaria,Tecmar," R$  675,10 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-06-10,1,Painel 585 Wp,CE,22726
#39319,19638,13/06/2024,Avaria,Movvi," R$  719,10 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-06-10,1,Painel 595 Wp,,10263
#39474,19679,24/06/2024,Avaria,Alfa," R$  289,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-06-10,1,Painel 155 Wp,RJ,10141
#39580,19549,28/06/2024,Avaria,Solistica," R$  561,72 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-06-07,1,Painel 585 Wp,MA,22726
#40301,19473,01/08/2024,Extravio,Exata Cargo," R$  1.258,06 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2024-06-06,2,Controlador 40A,SP,10070
#39461,18799,24/06/2024,Avaria,Gran Cargo," R$  1.827,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-05-24,3,Painel 580 Wp,PA,22726
#39465,18762,24/06/2024,Avaria,Mira," R$  1.220,46 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-05-23,2,Painel 585 Wp,DF,22726
#39132,18753,03/06/2024,Avaria,Gran Cargo," R$  431,17 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-05-23,1,Painel 340 Wp,MG,22002
#39615,18496,02/07/2024,Avaria,Tecmar," R$  1.076,10 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-05-20,2,Painel 585 Wp,RR,22726
#39144,18434,04/06/2024,Avaria,Gran Cargo," R$  436,17 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-05-17,1,Painel 340 Wp,GO,22002
#39040,18459,28/05/2024,Avaria,Alfa," R$  565,62 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2024-05-17,2,Painel 210 Wp,RS,10165
#39215,18339,07/06/2024,Avaria,Tecmar," R$  798,00 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2024-05-16,2,Painel 280 Wp,BA,10092
#39017,18235,27/05/2024,Avaria,Gran Cargo," R$  459,00 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-05-14,1,Painel 340 Wp,GO,22002
#39211,18056,07/06/2024,Avaria,Gran Cargo," R$  609,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA585-36V-MH TOPCON (585WP),2024-05-13,1,Painel 585 Wp,PA,22726
#39093,17942,31/05/2024,Avaria,Solistica," R$  436,17 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-05-09,1,Painel 340 Wp,PI,22002
#40746,17935,23/08/2024,Avaria,Solistica," R$  503,05 ",PAINEL SOLAR FOTOVOLTAICO RESUN RS8V-M-410 (410WP),2024-05-09,1,Painel 410 Wp,SP,21499
#38876,17958,22/05/2024,Avaria,Movvi," R$  289,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-05-09,1,Painel 155 Wp,SC,10141
#38813,17793,20/05/2024,Avaria,Solistica," R$  301,47 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP) 35MM,2024-05-07,1,Painel 580 Wp,SP,22398
#38929,17772,22/05/2024,Avaria,Gran Cargo," R$  244,96 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2024-05-07,1,Painel 210 Wp,SP,10165
#40018,17691,22/07/2024,Avaria,Alfa," R$  569,05 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-05-06,1,Painel 580 Wp,MG,20767
#38919,17690,22/05/2024,Avaria,Solistica," R$  37,84 ",PERFIL REFORCADO 240CM PARA 1 PAINEL SOLAR SYSTEM ,2024-05-06,1,Estrutura,MG,
#38718,17616,16/05/2024,Avaria,Gran Cargo," R$  165,54 ",Painel Solar Fotovoltaico Resun RSM020P (20Wp),2024-05-06,1,Painel 20 Wp,PR,10143
#38657,17648,13/05/2024,Avaria,Movvi," R$  566,37 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-05-06,1,Painel 580 Wp,SP,20767
#38655,17272,14/05/2024,Avaria,Alfa," R$  434,00 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2024-04-29,1,Painel 330 Wp,SP,10091
#38767,17190,16/05/2024,Avaria,Tecmar," R$  278,07 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-04-26,1,Painel 155 Wp,BA,10141
#39000,17145,24/05/2024,Avaria,Tecmar," R$  117,78 ",Painel Solar Fotovoltaico Resun RSM060P (60Wp),2024-04-25,1,Painel 60 Wp,DF,10088
#38498,16962,03/05/2024,Avaria,Alfa," R$  263,93 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-04-23,1,Painel 155 Wp,SP,10141
#38384,16873,30/04/2024,Avaria,Movvi," R$  289,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-04-22,1,Painel 155 Wp,SP,10141
#38867,16784,31/05/2024,Extravio,Gran Cargo," R$  1.391,78 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-04-19,2,Painel 580 Wp,PA,20767
#38532,16610,06/05/2024,Avaria,Tecmar," R$  799,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-04-16,1,Painel 580 Wp,SC,20767
#39090,16553,29/05/2024,Avaria,Gran Cargo," R$  575,67 ",PAINEL SOLAR FOTOVOLTAICO RESUN RS8V-M-410 (410WP),2024-04-16,1,Painel 410 Wp,SP,21499
#38358,16516,26/04/2024,Avaria,Movvi," R$  509,00 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-04-15,1,Painel 340 Wp,SP,22002
#38632,16432,07/06/2024,Extravio,Movvi," R$  17,05 ",KIT JUNÇÃO PERFIL H (4UND) P. MASTER REV,2024-04-12,2,Estrutura,SP,20822
#38632,16432,07/06/2024,Extravio,Movvi," R$  5,90 ",Kit Parafusos Martelo M8 - Rev.,2024-04-12,2,Estrutura,SP,
#38632,16432,07/06/2024,Extravio,Movvi," R$  243,38 ",KIT DE FIXAÇÃO GANCHO Z EM AL (8UND) P. MASTER REV,2024-04-12,1,Estrutura,SP,20635
#38632,16432,07/06/2024,Extravio,Movvi," R$  25,83 ",KIT GRAMPO CENTRAL MID CLAMP (6UND) REV,2024-04-12,1,Estrutura,SP,20628
#38632,16432,07/06/2024,Extravio,Movvi," R$  25,43 ",KIT GRAMPO FINAL END CLAMP (4UND) REV,2024-04-12,1,Estrutura,SP,20631
#38413,16433,30/04/2024,Avaria,Alfa," R$  582,20 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2024-04-12,1,Painel 460 Wp,MG,20768
#38227,16176,24/04/2024,Avaria,Movvi," R$  799,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-04-09,1,Painel 580 Wp,SP,20767
#38359,16136,26/04/2024,Avaria,Movvi," R$  877,62 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-04-09,2,Painel 340 Wp,MG,22002
#37994,16011,15/04/2024,Avaria,Movvi," R$  310,62 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2024-04-05,1,Painel 155 Wp,SP,10165
#39446,15856,21/06/2024,Avaria,Tecmar," R$  111,47 ",Painel Solar Fotovoltaico Resun RSM030P (30Wp),2024-04-04,1,Painel 30 Wp,PR,10089
#38514,15915,06/05/2024,Avaria,Solistica," R$  799,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-04-04,1,Painel 580 Wp,AM,20767
#38370,15950,26/04/2024,Avaria,Alfa," R$  799,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-04-04,1,Painel 580 Wp,MG,20767
#38098,15916,22/04/2024,Avaria,Solistica," R$  1.598,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-04-04,2,Painel 580 Wp,SP,20767
#38066,15944,16/04/2024,Avaria,Tecmar," R$  679,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-04-04,1,Painel 580 Wp,SP,20767
#38005,15924,15/04/2024,Avaria,Tecmar," R$  620,41 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2024-04-04,1,Controlador 40A,PR,10070
#38000,15907,15/04/2024,Avaria,Solistica," R$  799,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-04-04,1,Painel 595 Wp,SP,10263
#38587,15765,09/05/2024,Avaria,Gran Cargo," R$  575,67 ",PAINEL SOLAR FOTOVOLTAICO RESUN RS8V-M-410 (410WP),2024-04-03,1,Painel 410 Wp,PA,21499
#38135,15801,22/04/2024,Avaria,Alfa," R$  928,14 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2024-04-03,2,Painel 330 Wp,RS,10091
#38206,15705,24/04/2024,Avaria,Tecmar," R$  638,10 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-04-02,1,Painel 580 Wp,PR,20767
#38014,15739,15/04/2024,Avaria,Movvi," R$  257,83 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-04-02,1,Painel 155 Wp,PA,10141
#38327,15698,25/04/2024,Avaria,Alfa," R$  438,81 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-04-02,1,Painel 340 Wp,MG,22002
#38153,15595,22/04/2024,Avaria,Tecmar," R$  178,70 ",Painel Solar Fotovoltaico Resun RSM100P (100Wp),2024-04-01,1,Painel 100 Wp,RS,10142
#37834,15652,08/04/2024,Avaria,Movvi," R$  310,62 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2024-04-01,1,Painel 210 Wp,SP,10165
#37966,15574,16/04/2024,Extravio,Camilo," R$  598,00 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP160M (160WP),2024-04-01,2,Painel 160 Wp,SP,22001
#38050,15459,16/04/2024,Avaria,Movvi," R$  483,06 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-03-28,1,Painel 340 Wp,SP,22002
email,15490,15/04/2024,Avaria,Tecmar," R$  269,10 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-03-28,1,Painel 155 Wp,PA,10141
#37863,15490,08/04/2024,Avaria,Tecmar," R$  269,10 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-03-28,1,Painel 155 Wp,PA,10141
#38428,15566,30/04/2024,Avaria,Tecmar," R$  699,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-03-28,1,Painel 595 Wp,RS,10263
#38234,15407,24/04/2024,Avaria,Solistica," R$  699,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-03-27,1,Painel 595 Wp,SP,10263
#38129,15430,22/04/2024,Avaria,Gran Cargo," R$  1.398,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-03-27,2,Painel 595 Wp,PA,10263
#38058,15429,16/04/2024,Avaria,Solistica," R$  799,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-03-27,1,Painel 595 Wp,SP,10263
#37991,15410,15/04/2024,Avaria,Solistica," R$  679,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-03-27,1,Painel 580 Wp,MG,20767
#37901,15389,11/04/2024,Avaria,Movvi," R$  679,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-03-27,1,Painel 580 Wp,MG,20767
#37908,15409,11/04/2024,Avaria,Movvi," R$  799,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-03-27,1,Painel 595 Wp,SP,10263
#37939,15420,11/04/2024,Avaria,Alfa," R$  799,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-03-27,1,Painel 595 Wp,SP,10263
#37726,15319,03/04/2024,Avaria,Solistica," R$  719,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-03-26,1,Painel 580 Wp,SP,20767
#38152,15151,22/04/2024,Avaria,Tecmar," R$  483,06 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP340P (340WP),2024-03-25,1,Painel 340 Wp,MG,22002
#38002,15056,15/04/2024,Extravio,Movvi," R$  1.021,14 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2024-03-22,2,Painel 330 Wp,AM,10091
#37727,15122,03/04/2024,Avaria,Movvi," R$  581,06 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2024-03-22,1,Painel 460 Wp,SP,20768
#37888,15116,09/05/2024,Extravio,Solistica," R$  38,58 ",CARREGADOR SOLAR PORTÁTIL NEOSOLAR (5W / 5V / 1A),2024-03-22,1,Carregador Solar,MG,20104
#37888,15116,09/05/2024,Extravio,Solistica," R$  4.658,42 ",,2024-03-22,1,,MG,
#38086,15001,17/04/2024,Avaria,Movvi," R$  647,10 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP) 35MM,2024-03-21,1,Painel 580 Wp,SP,22398
#37937,14867,11/04/2024,Avaria,Movvi," R$  397,10 ",Painel Solar Fotovoltaico Resun RSM100P (100Wp),2024-03-20,2,Painel 100 Wp,GO,10142
#37914,14877,11/04/2024,Avaria,Tecmar," R$  583,80 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2024-03-20,1,Painel 460 Wp,SP,20768
#37803,14924,05/04/2024,Avaria,Tecmar," R$  1.066,03 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-03-20,1,Painel 595 Wp,CE,10263
#39019,14572,27/05/2024,Avaria,Tecmar," R$  588,60 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2024-03-19,1,Painel 460 Wp,CE,20768
#37748,14727,04/04/2024,Avaria,Tecmar," R$  719,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-03-19,1,Painel 580 Wp,TO,20767
#38031,14524,16/04/2024,Extravio,Gran Cargo," R$  8,00 ",Conector MC4 - Proauto (par)- Rev.,2024-03-18,1,Conector MC4,MG,10051
#37917,14642,11/04/2024,Avaria,Mira," R$  1.358,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-03-18,2,Painel 580 Wp,PA,20767
#37829,14480,08/04/2024,Avaria,Tecmar," R$  1.066,03 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-03-15,1,Painel 595 Wp,SP,10263
#37559,14464,28/03/2024,Avaria,Alfa," R$  1.302,45 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-03-15,5,Painel 155 Wp,SP,10141
#37776,14493,04/04/2024,Avaria,Tecmar," R$  209,53 ",Painel Solar Fotovoltaico Resun RSM100P (100Wp),2024-03-15,1,Painel 100 Wp,PR,10142
email,14441,11/04/2024,Extravio,Tecmar," R$  3.942,00 ",Painel Solar Fotovoltaico Resun RSM010P (10Wp),2024-03-15,60,Painel 10 Wp,PR,10090
email,14441,11/04/2024,Extravio,Tecmar," R$  2.556,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-03-15,10,Painel 155 Wp,PR,10141
#38447,14468,02/05/2024,Avaria,Gran Cargo," R$  697,53 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-03-15,1,Painel 595 Wp,AP,10263
#30083,4558,27/03/2023,Extravio,Tecmar," R$  22,35 ",KIT GRAMPO CENTRAL MID CLAMP (6UND) REV,2024-03-14,1,Estrutura,BA,20628
#30083,4558,27/03/2023,Extravio,Tecmar," R$  20,53 ",KIT GRAMPO FINAL END CLAMP (4UND) REV,2024-03-14,1,Estrutura,BA,20631
#30083,4558,27/03/2023,Extravio,Tecmar," R$  154,36 ",PERFIL 240CM PARA 1 PAINEL P. MASTER REV,2024-03-14,4,Estrutura,BA,20821
#40060,14157,24/07/2024,Avaria,Tecmar," R$  724,00 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2024-03-11,1,Painel 460 Wp,SC,20768
#37451,14147,22/03/2024,Avaria,Alfa," R$  2.132,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-03-11,2,Painel 595 Wp,RJ,10263
#37339,14081,18/03/2024,Avaria,Solistica," R$  1.066,03 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-03-11,1,Painel 595 Wp,SP,10263
#37369,13938,19/03/2024,Extravio,Movvi," R$  698,20 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA280-30-P (280WP),2024-03-07,2,Painel 280 Wp,MA,20297
#37391,13898,19/03/2024,Avaria,Movvi," R$  269,10 ",PAINEL SOLAR FOTOVOLTAICO ZTROON ZTP-160M (160WP),2024-03-07,1,Painel 160 Wp,MG,
#37369,13938,19/03/2024,Extravio,Movvi," R$  616,28 ",CONTROLADOR DE CARGA MPPT EPEVER 40A 12/24V XTRA4210N-XDS2,2024-03-07,1,Controlador 40A,MA,20143
#37919,13869,15/04/2024,Extravio,Movvi," R$  566,10 ",PAINEL SOLAR FOTOVOLTAICO RESUN RS8V-M-410 (410WP),2024-03-06,1,Painel 410 Wp,SP,21499
#37558,13605,27/03/2024,Avaria,Tecmar," R$  835,14 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2024-03-04,2,Painel 280 Wp,BA,10092
#37671,13542,01/04/2024,Extravio,Tecmar," R$  203,18 ",KIT MINI TRILHO 10CM IND,2024-02-29,1,Estrutura,AL,20837
#37671,13542,01/04/2024,Extravio,Tecmar," R$  13,95 ",KIT JUNCAO PERFIL H (4UND) P. MASTER REV,2024-02-29,1,Estrutura,AL,
#37671,13542,01/04/2024,Extravio,Tecmar," R$  337,93 ",KIT DE FIXACAO GANCHO Z EM AL (8UND) P. MASTER REV ,2024-02-29,1,Estrutura,AL,
#37277,13489,18/03/2024,Avaria,Alfa," R$  1.161,57 ",BATERIA ESTACIONÁRIA FULGURIS FGCL 150 D (150AH),2024-02-29,1,Bateria 150 Ah,SP,20025
#37682,13417,01/04/2024,Avaria,Tecmar," R$  405,27 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2024-02-28,1,Painel 330 Wp,RN,10091
#37411,13424,20/03/2024,Avaria,Gran Cargo," R$  1.066,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-02-28,1,Painel 595 Wp,ES,10263
#37097,13413,15/03/2024,Avaria,Alfa," R$  251,75 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-02-28,1,Painel 155 Wp,SP,10141
#37992,13323,15/04/2024,Avaria,Movvi," R$  608,22 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2024-02-27,1,Painel 460 Wp,SP,20768
#37629,13357,01/04/2024,Avaria,Tecmar," R$  1.066,03 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-02-27,1,Painel 595 Wp,BA,10263
#37201,13198,13/03/2024,Avaria,Alfa," R$  260,71 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-02-26,1,Painel 155 Wp,SP,10141
#37160,13110,11/03/2024,Avaria,Alfa," R$  1.598,00 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp),2024-02-23,2,Painel 595 Wp,SP,10263
#37041,13058,04/03/2024,Avaria,Movvi," R$  358,00 ",PAINEL SOLAR FOTOVOLTAICO RESUN RSM060P (60WP),2024-02-22,2,Painel 60 Wp,RO,20315
#37041,13058,04/03/2024,Avaria,Movvi," R$  129,00 ",PAINEL SOLAR FOTOVOLTAICO RESUN RSM030P (30WP),2024-02-22,1,Painel 30 Wp,RO,20314
#38198,12987,22/04/2024,Avaria,Gran Cargo," R$  645,62 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2024-02-21,1,Painel 460 Wp,MT,20768
#37007,12791,29/02/2024,Avaria,Alfa," R$  797,43 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-02-19,3,Painel 155 Wp,SP,10141
